S028	C004	69	Moira Kingsley	Calculus B(1)
S028	C010	88	Moira Kingsley	Compendium of Chinese Modern and Contemporary History
S028	C009	60	Moira Kingsley	Situation and Policy
S028	C013	63	Moira Kingsley	Probability and Statistics
S028	C005	66	Moira Kingsley	Linear Algebra and Analytic Geometry
S028	C017	82	Moira Kingsley	Biochemistry B
S028	C016	85	Moira Kingsley	Data Structures and Algorithms
S028	C007	62	Moira Kingsley	Set Theory and Graph Theory
S028	C002	70	Moira Kingsley	PjBL and Technological Innovation
S028	C006	86	Moira Kingsley	Physical Education
S029	C004	88	Beau Dunbar	Calculus B(1)
S029	C015	81	Beau Dunbar	Digital Logic Design
S029	C008	87	Beau Dunbar	Calculus B(2)
S029	C007	97	Beau Dunbar	Set Theory and Graph Theory
S029	C001	79	Beau Dunbar	High-level Language Programming
S029	C014	81	Beau Dunbar	College Physics Experiments B
S029	C003	81	Beau Dunbar	College English
S029	C010	81	Beau Dunbar	Compendium of Chinese Modern and Contemporary History
S029	C011	97	Beau Dunbar	Algorithmic Design and Analysis
S029	C002	68	Beau Dunbar	PjBL and Technological Innovation
S029	C013	63	Beau Dunbar	Probability and Statistics
S029	C009	72	Beau Dunbar	Situation and Policy
S030	C003	73	Augustine Eliot	College English
S030	C001	78	Augustine Eliot	High-level Language Programming
S030	C005	64	Augustine Eliot	Linear Algebra and Analytic Geometry
S030	C006	73	Augustine Eliot	Physical Education
S030	C012	75	Augustine Eliot	Mathematical Logic
S030	C018	78	Augustine Eliot	Computer System
S030	C008	88	Augustine Eliot	Calculus B(2)
S030	C002	97	Augustine Eliot	PjBL and Technological Innovation
S030	C004	67	Augustine Eliot	Calculus B(1)
S030	C014	77	Augustine Eliot	College Physics Experiments B
S030	C011	93	Augustine Eliot	Algorithmic Design and Analysis
S030	C009	61	Augustine Eliot	Situation and Policy
S031	C013	96	Channing Finger	Probability and Statistics
S031	C015	98	Channing Finger	Digital Logic Design
S031	C011	85	Channing Finger	Algorithmic Design and Analysis
S031	C006	61	Channing Finger	Physical Education
S031	C018	70	Channing Finger	Computer System
S031	C010	76	Channing Finger	Compendium of Chinese Modern and Contemporary History
S031	C005	60	Channing Finger	Linear Algebra and Analytic Geometry
S031	C016	75	Channing Finger	Data Structures and Algorithms
S031	C001	96	Channing Finger	High-level Language Programming
S031	C003	65	Channing Finger	College English
S031	C008	67	Channing Finger	Calculus B(2)
S032	C012	91	Caesar Rob	Mathematical Logic
S032	C004	86	Caesar Rob	Calculus B(1)
S032	C007	68	Caesar Rob	Set Theory and Graph Theory
S032	C011	96	Caesar Rob	Algorithmic Design and Analysis
S032	C014	80	Caesar Rob	College Physics Experiments B
S032	C009	82	Caesar Rob	Situation and Policy
S032	C002	96	Caesar Rob	PjBL and Technological Innovation
S032	C018	80	Caesar Rob	Computer System
S032	C015	95	Caesar Rob	Digital Logic Design
S032	C008	98	Caesar Rob	Calculus B(2)
S032	C006	92	Caesar Rob	Physical Education
S032	C016	75	Caesar Rob	Data Structures and Algorithms
S033	C001	89	Oliver Robbins	High-level Language Programming
S033	C005	69	Oliver Robbins	Linear Algebra and Analytic Geometry
S033	C011	60	Oliver Robbins	Algorithmic Design and Analysis
S033	C016	66	Oliver Robbins	Data Structures and Algorithms
S033	C012	85	Oliver Robbins	Mathematical Logic
S033	C009	84	Oliver Robbins	Situation and Policy
S033	C006	98	Oliver Robbins	Physical Education
S033	C017	73	Oliver Robbins	Biochemistry B
S033	C007	81	Oliver Robbins	Set Theory and Graph Theory
S033	C008	85	Oliver Robbins	Calculus B(2)
S033	C002	81	Oliver Robbins	PjBL and Technological Innovation
S033	C015	62	Oliver Robbins	Digital Logic Design
S034	C012	81	Spring Addison	Mathematical Logic
S034	C008	91	Spring Addison	Calculus B(2)
S034	C014	68	Spring Addison	College Physics Experiments B
S034	C007	64	Spring Addison	Set Theory and Graph Theory
S034	C004	68	Spring Addison	Calculus B(1)
S034	C016	85	Spring Addison	Data Structures and Algorithms
S034	C006	85	Spring Addison	Physical Education
S034	C015	76	Spring Addison	Digital Logic Design
S034	C018	64	Spring Addison	Computer System
S034	C011	76	Spring Addison	Algorithmic Design and Analysis
S034	C010	97	Spring Addison	Compendium of Chinese Modern and Contemporary History
S034	C003	90	Spring Addison	College English
S034	C001	69	Spring Addison	High-level Language Programming
S035	C011	62	Hermosa Snow	Algorithmic Design and Analysis
S035	C008	77	Hermosa Snow	Calculus B(2)
S035	C004	69	Hermosa Snow	Calculus B(1)
S035	C013	77	Hermosa Snow	Probability and Statistics
S035	C006	98	Hermosa Snow	Physical Education
S035	C018	88	Hermosa Snow	Computer System
S035	C012	79	Hermosa Snow	Mathematical Logic
S035	C017	74	Hermosa Snow	Biochemistry B
S035	C001	94	Hermosa Snow	High-level Language Programming
S035	C009	63	Hermosa Snow	Situation and Policy
S035	C016	68	Hermosa Snow	Data Structures and Algorithms
S035	C015	75	Hermosa Snow	Digital Logic Design
S035	C003	73	Hermosa Snow	College English
S036	C015	80	Bernard Malachi	Digital Logic Design
S036	C001	70	Bernard Malachi	High-level Language Programming
S036	C012	65	Bernard Malachi	Mathematical Logic
S036	C006	88	Bernard Malachi	Physical Education
S036	C008	84	Bernard Malachi	Calculus B(2)
S036	C017	72	Bernard Malachi	Biochemistry B
S036	C011	90	Bernard Malachi	Algorithmic Design and Analysis
S036	C014	79	Bernard Malachi	College Physics Experiments B
S036	C009	89	Bernard Malachi	Situation and Policy
S036	C003	68	Bernard Malachi	College English
S036	C005	71	Bernard Malachi	Linear Algebra and Analytic Geometry
S036	C002	72	Bernard Malachi	PjBL and Technological Innovation
S037	C010	79	Kimberley Smith	Compendium of Chinese Modern and Contemporary History
S037	C013	60	Kimberley Smith	Probability and Statistics
S037	C011	72	Kimberley Smith	Algorithmic Design and Analysis
S037	C018	82	Kimberley Smith	Computer System
S037	C004	78	Kimberley Smith	Calculus B(1)
S037	C016	79	Kimberley Smith	Data Structures and Algorithms
S037	C012	99	Kimberley Smith	Mathematical Logic
S037	C017	79	Kimberley Smith	Biochemistry B
S037	C015	62	Kimberley Smith	Digital Logic Design
S037	C002	100	Kimberley Smith	PjBL and Technological Innovation
S038	C003	65	Albert Jack	College English
S038	C006	89	Albert Jack	Physical Education
S038	C011	68	Albert Jack	Algorithmic Design and Analysis
S038	C009	85	Albert Jack	Situation and Policy
S038	C012	79	Albert Jack	Mathematical Logic
S038	C016	91	Albert Jack	Data Structures and Algorithms
S038	C013	81	Albert Jack	Probability and Statistics
S038	C004	77	Albert Jack	Calculus B(1)
S038	C017	65	Albert Jack	Biochemistry B
S038	C005	77	Albert Jack	Linear Algebra and Analytic Geometry
S038	C018	73	Albert Jack	Computer System
S038	C008	81	Albert Jack	Calculus B(2)
S039	C004	99	Benjamin Sandy	Calculus B(1)
S039	C014	74	Benjamin Sandy	College Physics Experiments B
S039	C007	92	Benjamin Sandy	Set Theory and Graph Theory
S039	C016	91	Benjamin Sandy	Data Structures and Algorithms
S039	C010	67	Benjamin Sandy	Compendium of Chinese Modern and Contemporary History
S039	C003	99	Benjamin Sandy	College English
S039	C009	94	Benjamin Sandy	Situation and Policy
S039	C015	75	Benjamin Sandy	Digital Logic Design
S039	C012	65	Benjamin Sandy	Mathematical Logic
S039	C001	88	Benjamin Sandy	High-level Language Programming
S039	C005	74	Benjamin Sandy	Linear Algebra and Analytic Geometry
S039	C018	77	Benjamin Sandy	Computer System
S040	C007	64	Kerr Sapir	Set Theory and Graph Theory
S040	C008	76	Kerr Sapir	Calculus B(2)
S040	C003	78	Kerr Sapir	College English
S040	C018	99	Kerr Sapir	Computer System
S040	C005	100	Kerr Sapir	Linear Algebra and Analytic Geometry
S040	C002	69	Kerr Sapir	PjBL and Technological Innovation
S040	C014	66	Kerr Sapir	College Physics Experiments B
S040	C009	87	Kerr Sapir	Situation and Policy
S040	C006	94	Kerr Sapir	Physical Education
S040	C013	92	Kerr Sapir	Probability and Statistics
S040	C011	72	Kerr Sapir	Algorithmic Design and Analysis
S041	C007	64	Ken Stephens	Set Theory and Graph Theory
S041	C009	88	Ken Stephens	Situation and Policy
S041	C003	92	Ken Stephens	College English
S041	C012	71	Ken Stephens	Mathematical Logic
S041	C017	85	Ken Stephens	Biochemistry B
S041	C018	70	Ken Stephens	Computer System
S041	C004	63	Ken Stephens	Calculus B(1)
S041	C015	86	Ken Stephens	Digital Logic Design
S041	C006	91	Ken Stephens	Physical Education
S041	C011	69	Ken Stephens	Algorithmic Design and Analysis
S042	C002	92	Porter Henry	PjBL and Technological Innovation
S042	C011	62	Porter Henry	Algorithmic Design and Analysis
S042	C009	86	Porter Henry	Situation and Policy
S042	C017	74	Porter Henry	Biochemistry B
S042	C015	65	Porter Henry	Digital Logic Design
S042	C005	93	Porter Henry	Linear Algebra and Analytic Geometry
S042	C008	70	Porter Henry	Calculus B(2)
S042	C010	93	Porter Henry	Compendium of Chinese Modern and Contemporary History
S042	C014	98	Porter Henry	College Physics Experiments B
S042	C018	75	Porter Henry	Computer System
S042	C012	71	Porter Henry	Mathematical Logic
S042	C001	85	Porter Henry	High-level Language Programming
S043	C004	89	Ruth Alice	Calculus B(1)
S043	C008	69	Ruth Alice	Calculus B(2)
S043	C003	79	Ruth Alice	College English
S043	C015	86	Ruth Alice	Digital Logic Design
S043	C016	99	Ruth Alice	Data Structures and Algorithms
S043	C011	60	Ruth Alice	Algorithmic Design and Analysis
S043	C014	88	Ruth Alice	College Physics Experiments B
S043	C002	88	Ruth Alice	PjBL and Technological Innovation
S043	C013	60	Ruth Alice	Probability and Statistics
S043	C017	81	Ruth Alice	Biochemistry B
S043	C001	60	Ruth Alice	High-level Language Programming
S044	C002	92	Barbara Roy	PjBL and Technological Innovation
S044	C014	63	Barbara Roy	College Physics Experiments B
S044	C001	86	Barbara Roy	High-level Language Programming
S044	C016	63	Barbara Roy	Data Structures and Algorithms
S044	C013	87	Barbara Roy	Probability and Statistics
S044	C015	87	Barbara Roy	Digital Logic Design
S044	C009	70	Barbara Roy	Situation and Policy
S044	C008	92	Barbara Roy	Calculus B(2)
S044	C018	94	Barbara Roy	Computer System
S044	C010	99	Barbara Roy	Compendium of Chinese Modern and Contemporary History
S044	C006	66	Barbara Roy	Physical Education
S044	C011	64	Barbara Roy	Algorithmic Design and Analysis
S044	C012	70	Barbara Roy	Mathematical Logic
S045	C009	62	Ed Bartlett	Situation and Policy
S045	C010	85	Ed Bartlett	Compendium of Chinese Modern and Contemporary History
S045	C002	75	Ed Bartlett	PjBL and Technological Innovation
S045	C015	99	Ed Bartlett	Digital Logic Design
S045	C011	91	Ed Bartlett	Algorithmic Design and Analysis
S045	C018	64	Ed Bartlett	Computer System
S045	C016	97	Ed Bartlett	Data Structures and Algorithms
S045	C006	91	Ed Bartlett	Physical Education
S045	C004	68	Ed Bartlett	Calculus B(1)
S045	C012	63	Ed Bartlett	Mathematical Logic
S045	C001	69	Ed Bartlett	High-level Language Programming
S046	C018	99	Tyler Kennedy	Computer System
S046	C013	71	Tyler Kennedy	Probability and Statistics
S046	C016	76	Tyler Kennedy	Data Structures and Algorithms
S046	C003	84	Tyler Kennedy	College English
S046	C002	70	Tyler Kennedy	PjBL and Technological Innovation
S046	C006	97	Tyler Kennedy	Physical Education
S046	C005	67	Tyler Kennedy	Linear Algebra and Analytic Geometry
S046	C011	70	Tyler Kennedy	Algorithmic Design and Analysis
S046	C008	88	Tyler Kennedy	Calculus B(2)
S046	C001	96	Tyler Kennedy	High-level Language Programming
S046	C007	81	Tyler Kennedy	Set Theory and Graph Theory
S046	C012	64	Tyler Kennedy	Mathematical Logic
S046	C015	100	Tyler Kennedy	Digital Logic Design
S047	C015	95	Bradley Mac	Digital Logic Design
S047	C010	88	Bradley Mac	Compendium of Chinese Modern and Contemporary History
S047	C018	97	Bradley Mac	Computer System
S047	C017	69	Bradley Mac	Biochemistry B
S047	C008	78	Bradley Mac	Calculus B(2)
S047	C009	77	Bradley Mac	Situation and Policy
S047	C014	83	Bradley Mac	College Physics Experiments B
S047	C004	85	Bradley Mac	Calculus B(1)
S047	C003	60	Bradley Mac	College English
S048	C005	65	Millan	Linear Algebra and Analytic Geometry
S048	C014	78	Millan	College Physics Experiments B
S048	C007	85	Millan	Set Theory and Graph Theory
S048	C004	95	Millan	Calculus B(1)
S048	C002	61	Millan	PjBL and Technological Innovation
S048	C003	78	Millan	College English
S048	C010	83	Millan	Compendium of Chinese Modern and Contemporary History
S048	C013	69	Millan	Probability and Statistics
S048	C009	88	Millan	Situation and Policy
S048	C015	77	Millan	Digital Logic Design
S048	C008	67	Millan	Calculus B(2)
S049	C003	87	Gabriel Philemon	College English
S049	C014	66	Gabriel Philemon	College Physics Experiments B
S049	C004	73	Gabriel Philemon	Calculus B(1)
S049	C008	87	Gabriel Philemon	Calculus B(2)
S049	C018	64	Gabriel Philemon	Computer System
S049	C016	97	Gabriel Philemon	Data Structures and Algorithms
S049	C001	67	Gabriel Philemon	High-level Language Programming
S049	C017	91	Gabriel Philemon	Biochemistry B
S049	C005	88	Gabriel Philemon	Linear Algebra and Analytic Geometry
S049	C007	90	Gabriel Philemon	Set Theory and Graph Theory
S049	C002	60	Gabriel Philemon	PjBL and Technological Innovation
S049	C009	61	Gabriel Philemon	Situation and Policy
S050	C007	82	Harley Cumberland	Set Theory and Graph Theory
S050	C010	83	Harley Cumberland	Compendium of Chinese Modern and Contemporary History
S050	C017	74	Harley Cumberland	Biochemistry B
S050	C004	62	Harley Cumberland	Calculus B(1)
S050	C016	80	Harley Cumberland	Data Structures and Algorithms
S050	C015	82	Harley Cumberland	Digital Logic Design
S050	C018	94	Harley Cumberland	Computer System
S050	C005	71	Harley Cumberland	Linear Algebra and Analytic Geometry
S050	C002	89	Harley Cumberland	PjBL and Technological Innovation
S050	C013	88	Harley Cumberland	Probability and Statistics
S050	C006	66	Harley Cumberland	Physical Education
S050	C003	60	Harley Cumberland	College English
S050	C014	88	Harley Cumberland	College Physics Experiments B
S051	C010	76	Isidore Becher	Compendium of Chinese Modern and Contemporary History
S051	C011	60	Isidore Becher	Algorithmic Design and Analysis
S051	C012	93	Isidore Becher	Mathematical Logic
S051	C008	75	Isidore Becher	Calculus B(2)
S051	C003	84	Isidore Becher	College English
S051	C005	60	Isidore Becher	Linear Algebra and Analytic Geometry
S051	C014	61	Isidore Becher	College Physics Experiments B
S051	C009	86	Isidore Becher	Situation and Policy
S051	C002	86	Isidore Becher	PjBL and Technological Innovation
S051	C017	86	Isidore Becher	Biochemistry B
S052	C005	74	Sherry Lloyd	Linear Algebra and Analytic Geometry
S052	C006	88	Sherry Lloyd	Physical Education
S052	C001	77	Sherry Lloyd	High-level Language Programming
S052	C018	82	Sherry Lloyd	Computer System
S052	C015	93	Sherry Lloyd	Digital Logic Design
S052	C011	61	Sherry Lloyd	Algorithmic Design and Analysis
S052	C009	89	Sherry Lloyd	Situation and Policy
S052	C002	76	Sherry Lloyd	PjBL and Technological Innovation
S052	C016	90	Sherry Lloyd	Data Structures and Algorithms
S052	C004	67	Sherry Lloyd	Calculus B(1)
S052	C017	99	Sherry Lloyd	Biochemistry B
S053	C011	81	Brook Crofts	Algorithmic Design and Analysis
S053	C008	60	Brook Crofts	Calculus B(2)
S053	C017	77	Brook Crofts	Biochemistry B
S053	C009	82	Brook Crofts	Situation and Policy
S053	C007	60	Brook Crofts	Set Theory and Graph Theory
S053	C016	99	Brook Crofts	Data Structures and Algorithms
S053	C006	88	Brook Crofts	Physical Education
S053	C014	65	Brook Crofts	College Physics Experiments B
S053	C005	62	Brook Crofts	Linear Algebra and Analytic Geometry
S053	C015	63	Brook Crofts	Digital Logic Design
S053	C001	63	Brook Crofts	High-level Language Programming
S053	C002	95	Brook Crofts	PjBL and Technological Innovation
S053	C010	73	Brook Crofts	Compendium of Chinese Modern and Contemporary History
S054	C003	81	Lee Sara(h)	College English
S054	C006	65	Lee Sara(h)	Physical Education
S054	C012	94	Lee Sara(h)	Mathematical Logic
S054	C016	72	Lee Sara(h)	Data Structures and Algorithms
S054	C014	99	Lee Sara(h)	College Physics Experiments B
S054	C004	82	Lee Sara(h)	Calculus B(1)
S054	C018	96	Lee Sara(h)	Computer System
S054	C001	62	Lee Sara(h)	High-level Language Programming
S054	C015	88	Lee Sara(h)	Digital Logic Design
S054	C011	60	Lee Sara(h)	Algorithmic Design and Analysis
S054	C009	93	Lee Sara(h)	Situation and Policy
S055	C018	82	Hamiltion Horace	Computer System
S055	C017	63	Hamiltion Horace	Biochemistry B
S055	C014	90	Hamiltion Horace	College Physics Experiments B
S055	C008	66	Hamiltion Horace	Calculus B(2)
S055	C001	73	Hamiltion Horace	High-level Language Programming
S055	C004	79	Hamiltion Horace	Calculus B(1)
S055	C012	94	Hamiltion Horace	Mathematical Logic
S055	C003	66	Hamiltion Horace	College English
S055	C002	91	Hamiltion Horace	PjBL and Technological Innovation
S055	C010	70	Hamiltion Horace	Compendium of Chinese Modern and Contemporary History
S056	C018	70	Roberta Lyly	Computer System
S056	C005	94	Roberta Lyly	Linear Algebra and Analytic Geometry
S056	C017	79	Roberta Lyly	Biochemistry B
S056	C012	74	Roberta Lyly	Mathematical Logic
S056	C007	98	Roberta Lyly	Set Theory and Graph Theory
S056	C016	86	Roberta Lyly	Data Structures and Algorithms
S056	C003	62	Roberta Lyly	College English
S056	C004	86	Roberta Lyly	Calculus B(1)
S056	C013	78	Roberta Lyly	Probability and Statistics
S056	C006	93	Roberta Lyly	Physical Education
S056	C009	62	Roberta Lyly	Situation and Policy
S057	C006	85	Genevieve Leigh	Physical Education
S057	C005	83	Genevieve Leigh	Linear Algebra and Analytic Geometry
S057	C007	72	Genevieve Leigh	Set Theory and Graph Theory
S057	C010	81	Genevieve Leigh	Compendium of Chinese Modern and Contemporary History
S057	C015	69	Genevieve Leigh	Digital Logic Design
S057	C011	75	Genevieve Leigh	Algorithmic Design and Analysis
S057	C012	64	Genevieve Leigh	Mathematical Logic
S057	C004	61	Genevieve Leigh	Calculus B(1)
S057	C014	86	Genevieve Leigh	College Physics Experiments B
S057	C008	88	Genevieve Leigh	Calculus B(2)
S057	C013	79	Genevieve Leigh	Probability and Statistics
S057	C018	68	Genevieve Leigh	Computer System
S058	C006	98	Pag Nelson	Physical Education
S058	C001	67	Pag Nelson	High-level Language Programming
S058	C003	73	Pag Nelson	College English
S058	C002	100	Pag Nelson	PjBL and Technological Innovation
S058	C016	70	Pag Nelson	Data Structures and Algorithms
S058	C015	82	Pag Nelson	Digital Logic Design
S058	C009	67	Pag Nelson	Situation and Policy
S058	C018	95	Pag Nelson	Computer System
S058	C011	88	Pag Nelson	Algorithmic Design and Analysis
S058	C014	67	Pag Nelson	College Physics Experiments B
S058	C012	71	Pag Nelson	Mathematical Logic
S059	C010	70	Clyde Bess	Compendium of Chinese Modern and Contemporary History
S059	C013	71	Clyde Bess	Probability and Statistics
S059	C009	73	Clyde Bess	Situation and Policy
S059	C004	78	Clyde Bess	Calculus B(1)
S059	C017	86	Clyde Bess	Biochemistry B
S059	C014	97	Clyde Bess	College Physics Experiments B
S059	C015	97	Clyde Bess	Digital Logic Design
S059	C002	81	Clyde Bess	PjBL and Technological Innovation
S059	C018	65	Clyde Bess	Computer System
S059	C012	71	Clyde Bess	Mathematical Logic
S059	C016	61	Clyde Bess	Data Structures and Algorithms
S059	C003	76	Clyde Bess	College English
S060	C018	71	Daphne Juliana	Computer System
S060	C012	82	Daphne Juliana	Mathematical Logic
S060	C007	99	Daphne Juliana	Set Theory and Graph Theory
S060	C005	79	Daphne Juliana	Linear Algebra and Analytic Geometry
S060	C010	67	Daphne Juliana	Compendium of Chinese Modern and Contemporary History
S060	C016	61	Daphne Juliana	Data Structures and Algorithms
S060	C011	91	Daphne Juliana	Algorithmic Design and Analysis
S060	C001	80	Daphne Juliana	High-level Language Programming
S060	C013	87	Daphne Juliana	Probability and Statistics
S060	C017	97	Daphne Juliana	Biochemistry B
S060	C006	93	Daphne Juliana	Physical Education
S061	C014	86	Darren Harry	College Physics Experiments B
S061	C004	98	Darren Harry	Calculus B(1)
S061	C008	83	Darren Harry	Calculus B(2)
S061	C017	65	Darren Harry	Biochemistry B
S061	C010	85	Darren Harry	Compendium of Chinese Modern and Contemporary History
S061	C001	63	Darren Harry	High-level Language Programming
S061	C007	85	Darren Harry	Set Theory and Graph Theory
S061	C005	77	Darren Harry	Linear Algebra and Analytic Geometry
S061	C016	70	Darren Harry	Data Structures and Algorithms
S061	C011	65	Darren Harry	Algorithmic Design and Analysis
S061	C003	89	Darren Harry	College English
S061	C002	66	Darren Harry	PjBL and Technological Innovation
S061	C012	87	Darren Harry	Mathematical Logic
S062	C015	79	Jeffrey Dick	Digital Logic Design
S062	C007	80	Jeffrey Dick	Set Theory and Graph Theory
S062	C012	87	Jeffrey Dick	Mathematical Logic
S062	C017	88	Jeffrey Dick	Biochemistry B
S062	C008	87	Jeffrey Dick	Calculus B(2)
S062	C004	100	Jeffrey Dick	Calculus B(1)
S062	C010	63	Jeffrey Dick	Compendium of Chinese Modern and Contemporary History
S062	C003	97	Jeffrey Dick	College English
S062	C002	84	Jeffrey Dick	PjBL and Technological Innovation
S063	C002	65	Vivien Bentham	PjBL and Technological Innovation
S063	C001	98	Vivien Bentham	High-level Language Programming
S063	C005	96	Vivien Bentham	Linear Algebra and Analytic Geometry
S063	C009	67	Vivien Bentham	Situation and Policy
S063	C008	65	Vivien Bentham	Calculus B(2)
S063	C017	66	Vivien Bentham	Biochemistry B
S063	C010	77	Vivien Bentham	Compendium of Chinese Modern and Contemporary History
S063	C015	60	Vivien Bentham	Digital Logic Design
S063	C004	69	Vivien Bentham	Calculus B(1)
S063	C006	83	Vivien Bentham	Physical Education
S063	C014	93	Vivien Bentham	College Physics Experiments B
S064	C014	71	Frances Surrey	College Physics Experiments B
S064	C002	86	Frances Surrey	PjBL and Technological Innovation
S064	C017	96	Frances Surrey	Biochemistry B
S064	C003	63	Frances Surrey	College English
S064	C006	63	Frances Surrey	Physical Education
S064	C016	77	Frances Surrey	Data Structures and Algorithms
S064	C007	87	Frances Surrey	Set Theory and Graph Theory
S064	C013	88	Frances Surrey	Probability and Statistics
S064	C018	92	Frances Surrey	Computer System
S064	C008	90	Frances Surrey	Calculus B(2)
S064	C005	89	Frances Surrey	Linear Algebra and Analytic Geometry
S065	C008	87	Bing Timothy	Calculus B(2)
S065	C015	94	Bing Timothy	Digital Logic Design
S065	C003	98	Bing Timothy	College English
S065	C007	96	Bing Timothy	Set Theory and Graph Theory
S065	C002	60	Bing Timothy	PjBL and Technological Innovation
S065	C010	66	Bing Timothy	Compendium of Chinese Modern and Contemporary History
S065	C017	93	Bing Timothy	Biochemistry B
S065	C004	68	Bing Timothy	Calculus B(1)
S065	C014	72	Bing Timothy	College Physics Experiments B
S065	C016	61	Bing Timothy	Data Structures and Algorithms
S065	C012	90	Bing Timothy	Mathematical Logic
S065	C001	84	Bing Timothy	High-level Language Programming
S066	C002	81	Letitia Benjamin	PjBL and Technological Innovation
S066	C009	69	Letitia Benjamin	Situation and Policy
S066	C017	63	Letitia Benjamin	Biochemistry B
S066	C010	76	Letitia Benjamin	Compendium of Chinese Modern and Contemporary History
S066	C015	96	Letitia Benjamin	Digital Logic Design
S066	C018	95	Letitia Benjamin	Computer System
S066	C005	79	Letitia Benjamin	Linear Algebra and Analytic Geometry
S066	C016	94	Letitia Benjamin	Data Structures and Algorithms
S066	C006	93	Letitia Benjamin	Physical Education
